Hour-ahead forecast,Demand,Day-ahead net forecast,Net demand,Demand response event,Month,Day,Hour,Minute
31343,31342,28606,28909,,9,1,0,0
30930,31292,26860,28778,,9,1,0,5
30930,31354,26860,28803,,9,1,0,10
30930,31221,26860,28735,,9,1,0,15
30464,31162,26860,28622,,9,1,0,20
30464,30964,26860,28444,,9,1,0,25
30464,30768,26860,28210,,9,1,0,30
30034,30627,26860,28001,,9,1,0,35
30034,30433,26860,27785,,9,1,0,40
30034,30283,26860,27675,,9,1,0,45
29668,30122,26860,27522,,9,1,0,50
29668,29980,26860,27408,,9,1,0,55
29668,29828,26860,27251,,9,1,1,0
29315,29667,25033,27122,,9,1,1,5
29315,29575,25033,26984,,9,1,1,10
29315,29463,25033,26883,,9,1,1,15
28862,29350,25033,26729,,9,1,1,20
28862,29195,25033,26596,,9,1,1,25
28862,29067,25033,26435,,9,1,1,30
28564,29004,25033,26369,,9,1,1,35
28564,28940,25033,26293,,9,1,1,40
28564,28787,25033,26192,,9,1,1,45
28367,28666,25033,26077,,9,1,1,50
28367,28576,25033,26051,,9,1,1,55
28367,28377,25033,25977,,9,1,2,0
28069,28237,24208,25824,,9,1,2,5
28069,28139,24208,25786,,9,1,2,10
28069,28046,24208,25679,,9,1,2,15
27584,27936,24208,25586,,9,1,2,20
27584,27835,24208,25494,,9,1,2,25
27584,27746,24208,25413,,9,1,2,30
27452,27652,24208,25339,,9,1,2,35
27452,27592,24208,25308,,9,1,2,40
27452,27485,24208,25269,,9,1,2,45
27241,27407,24208,25242,,9,1,2,50
27241,27322,24208,25233,,9,1,2,55
27241,27235,24208,25188,,9,1,3,0
27075,27178,23729,25166,,9,1,3,5
27075,27155,23729,25176,,9,1,3,10
27075,27095,23729,25210,,9,1,3,15
26850,27041,23729,25188,,9,1,3,20
26850,26966,23729,25182,,9,1,3,25
26850,26907,23729,25158,,9,1,3,30
26744,26881,23729,25150,,9,1,3,35
26744,26837,23729,25142,,9,1,3,40
26744,26762,23729,25120,,9,1,3,45
26727,26740,23729,25086,,9,1,3,50
26727,26748,23729,25120,,9,1,3,55
26727,26727,23729,25140,,9,1,4,0
26798,26765,23861,25166,,9,1,4,5
26798,26826,23861,25285,,9,1,4,10
26798,26809,23861,25325,,9,1,4,15
26843,26823,23861,25342,,9,1,4,20
26843,26790,23861,25377,,9,1,4,25
26843,26781,23861,25375,,9,1,4,30
26860,26804,23861,25429,,9,1,4,35
26860,26820,23861,25523,,9,1,4,40
26860,26841,23861,25563,,9,1,4,45
27155,26841,23861,25570,,9,1,4,50
27155,26813,23861,25563,,9,1,4,55
27155,26846,23861,25582,,9,1,5,0
27370,27034,25118,25671,,9,1,5,5
27370,27199,25118,25901,,9,1,5,10
27370,27264,25118,26031,,9,1,5,15
27544,27338,25118,26132,,9,1,5,20
27544,27390,25118,26189,,9,1,5,25
27544,27423,25118,26246,,9,1,5,30
27696,27527,25118,26356,,9,1,5,35
27696,27583,25118,26456,,9,1,5,40
27696,27642,25118,26581,,9,1,5,45
28155,27734,25118,26696,,9,1,5,50
28155,27828,25118,26799,,9,1,5,55
28155,27954,25118,26895,,9,1,6,0
28647,28323,26931,27160,,9,1,6,5
28647,28757,26931,27681,,9,1,6,10
28647,28892,26931,27987,,9,1,6,15
29091,28984,26931,28174,,9,1,6,20
29091,29027,26931,28245,,9,1,6,25
29091,29047,26931,28280,,9,1,6,30
29255,29122,26931,28244,,9,1,6,35
29255,29227,26931,28257,,9,1,6,40
29255,29240,26931,28117,,9,1,6,45
29574,29306,26931,27968,,9,1,6,50
29574,29376,26931,27770,,9,1,6,55
29574,29460,26931,27541,,9,1,7,0
29994,29621,24319,27238,,9,1,7,5
29994,29766,24319,27068,,9,1,7,10
29994,29841,24319,26765,,9,1,7,15
30132,29950,24319,26495,,9,1,7,20
30132,30007,24319,26260,,9,1,7,25
30132,30076,24319,25926,,9,1,7,30
30180,30105,24319,25583,,9,1,7,35
30180,30198,24319,25202,,9,1,7,40
30180,30202,24319,24882,,9,1,7,45
30455,30191,24319,24654,,9,1,7,50
30455,30261,24319,24476,,9,1,7,55
30455,30298,24319,24181,,9,1,8,0
30624,30422,20116,23894,,9,1,8,5
30624,30564,20116,23734,,9,1,8,10
30624,30663,20116,23486,,9,1,8,15
30696,30724,20116,23186,,9,1,8,20
30696,30778,20116,22856,,9,1,8,25
30696,30836,20116,22634,,9,1,8,30
30951,30941,20116,22530,,9,1,8,35
30951,31076,20116,22505,,9,1,8,40
30951,31166,20116,22612,,9,1,8,45
31369,31237,20116,22612,,9,1,8,50
31369,31297,20116,22466,,9,1,8,55
31369,31370,20116,22321,,9,1,9,0
31592,31403,19123,22131,,9,1,9,5
31592,31544,19123,22120,,9,1,9,10
31592,31558,19123,22070,,9,1,9,15
31632,31604,19123,21828,,9,1,9,20
31632,31689,19123,21729,,9,1,9,25
31632,31879,19123,21788,,9,1,9,30
31980,31964,19123,21605,,9,1,9,35
31980,32035,19123,21461,,9,1,9,40
31980,32184,19123,21607,,9,1,9,45
32535,32348,19123,21588,,9,1,9,50
32535,32435,19123,21580,,9,1,9,55
32535,32536,19123,21444,,9,1,10,0
32978,32668,19787,21384,,9,1,10,5
32978,32846,19787,21394,,9,1,10,10
32978,32996,19787,21474,,9,1,10,15
33351,33075,19787,21483,,9,1,10,20
33351,33170,19787,21460,,9,1,10,25
33351,33286,19787,21507,,9,1,10,30
33759,33406,19787,21490,,9,1,10,35
33759,33518,19787,21469,,9,1,10,40
33759,33665,19787,21610,,9,1,10,45
34169,33777,19787,21718,,9,1,10,50
34169,33899,19787,21817,,9,1,10,55
34169,34061,19787,21942,,9,1,11,0
34614,34196,21264,21960,,9,1,11,5
34614,34313,21264,22038,,9,1,11,10
34614,34544,21264,22141,,9,1,11,15
35134,34760,21264,22289,,9,1,11,20
35134,34922,21264,22327,,9,1,11,25
35134,35096,21264,22393,,9,1,11,30
35755,35249,21264,22619,,9,1,11,35
35755,35452,21264,22602,,9,1,11,40
35755,35694,21264,22534,,9,1,11,45
36292,35850,21264,22612,,9,1,11,50
36292,36046,21264,22751,,9,1,11,55
36292,36228,21264,22832,,9,1,12,0
36901,36399,23367,23112,,9,1,12,5
36901,36573,23367,23279,,9,1,12,10
36901,36783,23367,23464,,9,1,12,15
37537,36931,23367,23525,,9,1,12,20
37537,37118,23367,23705,,9,1,12,25
37537,37273,23367,23810,,9,1,12,30
38093,37497,23367,23913,,9,1,12,35
38093,37740,23367,24247,,9,1,12,40
38093,37957,23367,24414,,9,1,12,45
38780,38191,23367,24608,,9,1,12,50
38780,38359,23367,24692,,9,1,12,55
38780,38545,23367,24789,,9,1,13,0
39340,38734,26492,24898,,9,1,13,5
39340,38960,26492,25125,,9,1,13,10
39340,39236,26492,25507,,9,1,13,15
39910,39467,26492,26063,,9,1,13,20
39910,39699,26492,26499,,9,1,13,25
39910,39943,26492,26909,,9,1,13,30
40635,40185,26492,27290,,9,1,13,35
40635,40402,26492,27435,,9,1,13,40
40635,40643,26492,27769,,9,1,13,45
41297,40807,26492,27651,,9,1,13,50
41297,41064,26492,27731,,9,1,13,55
41297,41172,26492,27771,,9,1,14,0
42025,41264,29230,27910,,9,1,14,5
42025,41411,29230,28189,,9,1,14,10
42025,41625,29230,28536,,9,1,14,15
42561,41849,29230,28739,,9,1,14,20
42561,42069,29230,29048,,9,1,14,25
42561,42346,29230,29522,,9,1,14,30
43116,42529,29230,29796,,9,1,14,35
43116,42771,29230,30032,,9,1,14,40
43116,43008,29230,30357,,9,1,14,45
43737,43257,29230,30787,,9,1,14,50
43737,43489,29230,31247,,9,1,14,55
43737,43662,29230,31442,,9,1,15,0
44336,43740,31430,31563,,9,1,15,5
44336,43875,31430,31736,,9,1,15,10
44336,44120,31430,32116,,9,1,15,15
44952,44301,31430,32174,,9,1,15,20
44952,44541,31430,32226,,9,1,15,25
44952,44697,31430,32181,,9,1,15,30
45340,44802,31430,32230,,9,1,15,35
45340,44987,31430,32347,,9,1,15,40
45340,45187,31430,32631,,9,1,15,45
45590,45390,31430,32973,,9,1,15,50
45590,45563,31430,33123,,9,1,15,55
45590,45678,31430,33415,,9,1,16,0
46048,45526,33279,33499,,9,1,16,5
46048,45609,33279,33478,,9,1,16,10
46048,45684,33279,33693,,9,1,16,15
46312,45624,33279,33700,,9,1,16,20
46312,45851,33279,33860,,9,1,16,25
46312,46040,33279,34178,,9,1,16,30
46365,46117,33279,34180,,9,1,16,35
46365,46251,33279,34267,,9,1,16,40
46365,46366,33279,34543,,9,1,16,45
46552,46468,33279,34979,,9,1,16,50
46552,46595,33279,35264,,9,1,16,55
46552,46728,33279,35500,1,9,1,17,0
46795,46537,35971,35564,1,9,1,17,5
46795,46488,35971,35423,1,9,1,17,10
46795,46561,35971,35587,1,9,1,17,15
46985,46665,35971,35975,1,9,1,17,20
46985,46770,35971,36310,1,9,1,17,25
46985,46888,35971,36681,1,9,1,17,30
47195,46897,35971,37090,1,9,1,17,35
47195,46922,35971,37489,1,9,1,17,40
47195,46959,35971,37828,1,9,1,17,45
46825,46928,35971,38230,1,9,1,17,50
46825,46934,35971,38618,1,9,1,17,55
46825,46895,35971,39049,1,9,1,18,0
46349,46513,40476,39267,1,9,1,18,5
46349,46304,40476,39347,1,9,1,18,10
46349,46267,40476,39685,1,9,1,18,15
46079,46221,40476,40110,1,9,1,18,20
46079,46193,40476,40546,1,9,1,18,25
46079,46136,40476,40923,1,9,1,18,30
45860,46053,40476,41248,1,9,1,18,35
45860,45962,40476,41560,1,9,1,18,40
45860,45815,40476,41767,1,9,1,18,45
45514,45748,40476,41996,1,9,1,18,50
45514,45597,40476,42058,1,9,1,18,55
45514,45477,40476,42083,1,9,1,19,0
45234,45209,41296,42066,1,9,1,19,5
45234,45016,41296,41892,1,9,1,19,10
45234,44776,41296,41807,1,9,1,19,15
44666,44635,41296,41652,1,9,1,19,20
44666,44553,41296,41550,1,9,1,19,25
44666,44448,41296,41473,1,9,1,19,30
44154,44337,41296,41345,1,9,1,19,35
44154,44274,41296,41279,1,9,1,19,40
44154,44162,41296,41191,1,9,1,19,45
43709,44055,41296,41079,1,9,1,19,50
43709,43917,41296,40908,1,9,1,19,55
43709,43757,41296,40730,1,9,1,20,0
43269,43572,39302,40495,1,9,1,20,5
43269,43471,39302,40323,1,9,1,20,10
43269,43301,39302,40197,1,9,1,20,15
42777,43122,39302,40015,1,9,1,20,20
42777,42983,39302,39882,1,9,1,20,25
42777,42820,39302,39731,,9,1,20,30
42008,42645,39302,39557,,9,1,20,35
42008,42409,39302,39316,,9,1,20,40
42008,42192,39302,39127,,9,1,20,45
41489,42006,39302,38930,,9,1,20,50
41489,41822,39302,38723,,9,1,20,55
41489,41649,39302,38572,,9,1,21,0
40826,41526,36686,38407,,9,1,21,5
40826,41440,36686,38448,,9,1,21,10
40826,41268,36686,38293,,9,1,21,15
40276,41121,36686,38104,,9,1,21,20
40276,40895,36686,37966,,9,1,21,25
40276,40691,36686,37749,,9,1,21,30
39633,40410,36686,37463,,9,1,21,35
39633,40128,36686,37096,,9,1,21,40
39633,39863,36686,36732,,9,1,21,45
38707,39565,36686,36442,,9,1,21,50
38707,39325,36686,36205,,9,1,21,55
38707,38944,36686,35903,,9,1,22,0
37806,38641,33105,35523,,9,1,22,5
37806,38365,33105,35239,,9,1,22,10
37806,38000,33105,34958,,9,1,22,15
37039,37719,33105,34711,,9,1,22,20
37039,37426,33105,34499,,9,1,22,25
37039,37160,33105,34215,,9,1,22,30
36077,36859,33105,33929,,9,1,22,35
36077,36589,33105,33705,,9,1,22,40
36077,36178,33105,33461,,9,1,22,45
35184,35906,33105,33061,,9,1,22,50
35184,35637,33105,32903,,9,1,22,55
35184,35371,33105,32752,,9,1,23,0
34352,35102,29858,32466,,9,1,23,5
34352,34920,29858,32115,,9,1,23,10
34352,34694,29858,31925,,9,1,23,15
33706,34429,29858,31738,,9,1,23,20
33706,34152,29858,31445,,9,1,23,25
33706,33873,29858,31194,,9,1,23,30
33005,33604,29858,30969,,9,1,23,35
33005,33350,29858,30701,,9,1,23,40
33005,33106,29858,30477,,9,1,23,45
32337,32862,29858,30222,,9,1,23,50
32337,32677,29858,29987,,9,1,23,55
32337,32394,29858,29751,,9,1,0,0
32337,32394,29858,29750,,9,2,0,0
31897,32358,27237,29539,,9,2,0,5
31897,32376,27237,29600,,9,2,0,10
31897,32238,27237,29544,,9,2,0,15
31397,32081,27237,29410,,9,2,0,20
31397,31950,27237,29283,,9,2,0,25
31397,31793,27237,29175,,9,2,0,30
31076,31609,27237,28977,,9,2,0,35
31076,31426,27237,28839,,9,2,0,40
31076,31251,27237,28668,,9,2,0,45
30591,31051,27237,28439,,9,2,0,50
30591,30809,27237,28214,,9,2,0,55
30591,30633,27237,28000,,9,2,1,0
30089,30473,25678,27792,,9,2,1,5
30089,30401,25678,27700,,9,2,1,10
30089,30239,25678,27548,,9,2,1,15
29676,30104,25678,27396,,9,2,1,20
29676,29965,25678,27215,,9,2,1,25
29676,29891,25678,27143,,9,2,1,30
29394,29737,25678,27008,,9,2,1,35
29394,29605,25678,26841,,9,2,1,40
29394,29454,25678,26672,,9,2,1,45
28978,29324,25678,26510,,9,2,1,50
28978,29200,25678,26377,,9,2,1,55
28978,29025,25678,26260,,9,2,2,0
28627,28931,24448,26078,,9,2,2,5
28627,28864,24448,26020,,9,2,2,10
28627,28758,24448,25896,,9,2,2,15
28338,28622,24448,25803,,9,2,2,20
28338,28497,24448,25671,,9,2,2,25
28338,28385,24448,25550,,9,2,2,30
28010,28276,24448,25434,,9,2,2,35
28010,28180,24448,25337,,9,2,2,40
28010,28074,24448,25195,,9,2,2,45
27808,27989,24448,25103,,9,2,2,50
27808,27887,24448,25010,,9,2,2,55
27808,27810,24448,24929,,9,2,3,0
27592,27811,23673,24929,,9,2,3,5
27592,27828,23673,24989,,9,2,3,10
27592,27733,23673,24909,,9,2,3,15
27435,27637,23673,24825,,9,2,3,20
27435,27597,23673,24770,,9,2,3,25
27435,27520,23673,24724,,9,2,3,30
27292,27463,23673,24669,,9,2,3,35
27292,27430,23673,24599,,9,2,3,40
27292,27352,23673,24540,,9,2,3,45
27305,27297,23673,24428,,9,2,3,50
27305,27257,23673,24334,,9,2,3,55
27305,27241,23673,24244,,9,2,4,0
27288,27226,23641,24248,,9,2,4,5
27288,27250,23641,24287,,9,2,4,10
27288,27149,23641,24199,,9,2,4,15
27159,27150,23641,24207,,9,2,4,20
27159,27138,23641,24207,,9,2,4,25
27159,27133,23641,24190,,9,2,4,30
27155,27172,23641,24171,,9,2,4,35
27155,27228,23641,24209,,9,2,4,40
27155,27246,23641,24258,,9,2,4,45
27428,27282,23641,24304,,9,2,4,50
27428,27292,23641,24306,,9,2,4,55
27428,27328,23641,24355,,9,2,5,0
27716,27518,24629,24531,,9,2,5,5
27716,27686,24629,24762,,9,2,5,10
27716,27802,24629,24920,,9,2,5,15
28001,27894,24629,25037,,9,2,5,20
28001,27918,24629,25112,,9,2,5,25
28001,27979,24629,25187,,9,2,5,30
28166,28053,24629,25289,,9,2,5,35
28166,28110,24629,25356,,9,2,5,40
28166,28166,24629,25440,,9,2,5,45
28645,28244,24629,25494,,9,2,5,50
28645,28329,24629,25607,,9,2,5,55
28645,28435,24629,25731,,9,2,6,0
29119,28865,25999,26065,,9,2,6,5
29119,29226,25999,26551,,9,2,6,10
29119,29378,25999,26827,,9,2,6,15
29555,29479,25999,27016,,9,2,6,20
29555,29530,25999,27144,,9,2,6,25
29555,29572,25999,27170,,9,2,6,30
29753,29652,25999,27240,,9,2,6,35
29753,29750,25999,27299,,9,2,6,40
29753,29772,25999,27205,,9,2,6,45
30103,29814,25999,27059,,9,2,6,50
30103,29884,25999,26894,,9,2,6,55
30103,29997,25999,26646,,9,2,7,0
30487,30192,23384,26441,,9,2,7,5
30487,30420,23384,26299,,9,2,7,10
30487,30516,23384,26028,,9,2,7,15
30706,30582,23384,25741,,9,2,7,20
30706,30662,23384,25411,,9,2,7,25
30706,30712,23384,24932,,9,2,7,30
30782,30808,23384,24497,,9,2,7,35
30782,30871,23384,24011,,9,2,7,40
30782,30962,23384,23657,,9,2,7,45
31121,31006,23384,23185,,9,2,7,50
31121,31065,23384,22687,,9,2,7,55
31121,31124,23384,22266,,9,2,8,0
31434,31280,19286,21832,,9,2,8,5
31434,31389,19286,21435,,9,2,8,10
31434,31492,19286,21024,,9,2,8,15
31583,31598,19286,20704,,9,2,8,20
31583,31712,19286,20514,,9,2,8,25
31583,31754,19286,20228,,9,2,8,30
31872,31874,19286,19979,,9,2,8,35
31872,31976,19286,19748,,9,2,8,40
31872,32087,19286,19622,,9,2,8,45
32231,32173,19286,19629,,9,2,8,50
32231,32257,19286,19479,,9,2,8,55
32231,32362,19286,19414,,9,2,9,0
32526,32470,18483,19396,,9,2,9,5
32526,32574,18483,19353,,9,2,9,10
32526,32745,18483,19433,,9,2,9,15
32796,32818,18483,19538,,9,2,9,20
32796,32839,18483,19456,,9,2,9,25
32796,32881,18483,19439,,9,2,9,30
33191,32974,18483,19439,,9,2,9,35
33191,33041,18483,19467,,9,2,9,40
33191,33199,18483,19530,,9,2,9,45
33517,33311,18483,19699,,9,2,9,50
33517,33419,18483,19682,,9,2,9,55
33517,33468,18483,19734,,9,2,10,0
33879,33568,19245,19816,,9,2,10,5
33879,33707,19245,19912,,9,2,10,10
33879,33842,19245,20006,,9,2,10,15
34218,33981,19245,20136,,9,2,10,20
34218,34094,19245,20243,,9,2,10,25
34218,34194,19245,20430,,9,2,10,30
34619,34304,19245,20484,,9,2,10,35
34619,34451,19245,20510,,9,2,10,40
34619,34663,19245,20630,,9,2,10,45
35062,34828,19245,20808,,9,2,10,50
35062,34998,19245,20890,,9,2,10,55
35062,35169,19245,21022,,9,2,11,0
35680,35302,20806,21118,,9,2,11,5
35680,35481,20806,21288,,9,2,11,10
35680,35677,20806,21417,,9,2,11,15
36110,35886,20806,21640,,9,2,11,20
36110,35991,20806,21714,,9,2,11,25
36110,36137,20806,21847,,9,2,11,30
36557,36253,20806,21953,,9,2,11,35
36557,36441,20806,22082,,9,2,11,40
36557,36668,20806,22390,,9,2,11,45
37141,36812,20806,22570,,9,2,11,50
37141,36907,20806,22593,,9,2,11,55
37141,37028,20806,22722,,9,2,12,0
37732,37056,22953,22837,,9,2,12,5
37732,37182,22953,23087,,9,2,12,10
37732,37431,22953,23206,,9,2,12,15
38087,37598,22953,23354,,9,2,12,20
38087,37769,22953,23525,,9,2,12,25
38087,37974,22953,23742,,9,2,12,30
38695,38179,22953,23916,,9,2,12,35
38695,38349,22953,24083,,9,2,12,40
38695,38647,22953,24265,,9,2,12,45
39279,38843,22953,24434,,9,2,12,50
39279,39025,22953,24573,,9,2,12,55
39279,39131,22953,24685,,9,2,13,0
39943,39225,25205,24693,,9,2,13,5
39943,39387,25205,24755,,9,2,13,10
39943,39637,25205,24956,,9,2,13,15
40434,39864,25205,25092,,9,2,13,20
40434,40072,25205,25283,,9,2,13,25
40434,40243,25205,25418,,9,2,13,30
41011,40413,25205,25567,,9,2,13,35
41011,40658,25205,25760,,9,2,13,40
41011,40905,25205,26035,,9,2,13,45
41477,41154,25205,26240,,9,2,13,50
41477,41392,25205,26519,,9,2,13,55
41477,41610,25205,26771,,9,2,14,0
42082,41686,27655,26863,,9,2,14,5
42082,41809,27655,26981,,9,2,14,10
42082,42002,27655,27258,,9,2,14,15
42707,42124,27655,27437,,9,2,14,20
42707,42230,27655,27840,,9,2,14,25
42707,42395,27655,28021,,9,2,14,30
